설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자,
성애원,전체,부산광역시,금정구,서민·복지시설,LGU+,Public WiFi Free,Dec-14,부산광역시 금정구 금샘로 41,부산광역시 금정구 장전동 502-36,부산광역시 금정구청,051-519-4171,35.2378506,129.074081,2015-09-01,
샐리홈,전체,부산광역시,금정구,서민·복지시설,LGU+,Public WiFi Free,Dec-14,부산광역시 금정구 기찰로 90,부산광역시 금정구 부곡동 200-68,부산광역시 금정구청,051-519-4171,35.2387509,129.093854,2015-09-01,
금정희망의 집,전체,부산광역시,금정구,서민·복지시설,LGU+,Public WiFi Free,Dec-14,부산광역시 금정구 서부로 40,부산광역시 금정구 서동 171-12,부산광역시 금정구청,051-519-4171,35.2172047,129.102081,2015-09-01,
신망애치매전문요양원,전체,부산광역시,금정구,서민·복지시설,SKT,Public WiFi Free,Dec-13,부산광역시 금정구 금샘로 66,부산광역시 금정구 장전2동 502-24,부산광역시 금정구청,051-519-4171,35.2312749,129.077177,2015-09-01,
애광노인치매전문요양원,전체,부산광역시,금정구,서민·복지시설,SKT,Public WiFi Free,Dec-13,부산광역시 금정구 금샘로17번안길 45,부산광역시 금정구 장전2동 503-77,부산광역시 금정구청,051-519-4171,35.2292949,129.075111,2015-09-01,
동래양로원,전체,부산광역시,금정구,서민·복지시설,SKT,Public WiFi Free,Dec-13,부산광역시 금정구 산성로 967,부산광역시 금정구 장전2동 산38-25,부산광역시 금정구청,051-519-4171,35.2317639,129.076316,2015-09-01,
노포차량기지창 차량사업소 홍보관,전체,부산광역시,금정구,관공서,SKT,Public WiFi Free,Dec-12,부산광역시 금정구 중앙대로 2238,부산광역시 금정구 노포동 133,부산광역시 금정구청,051-519-4171,35.283682,129.096378,2015-09-01,
금정체육공원 광장분수대,전체,부산광역시,금정구,지역문화시설,SKT,Public WiFi Free,Dec-12,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 669,부산광역시 금정구청,051-519-4171,35.2913413,129.105351,2015-09-01,
금정체육공원 실내체육관,전체,부산광역시,금정구,지역문화시설,SKT,Public WiFi Free,Dec-12,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 669,부산광역시 금정구청,051-519-4171,35.2913413,129.105351,2015-09-01,
금정체육공원 테니스장,전체,부산광역시,금정구,지역문화시설,SKT,Public WiFi Free,Dec-12,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 669,부산광역시 금정구청,051-519-4171,35.2913413,129.105351,2015-09-01,
금정체육공원경륜장 실외휴게공간,전체,부산광역시,금정구,지역문화시설,SKT,Public WiFi Free,Dec-12,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 669,부산광역시 금정구청,051-519-4171,35.2913413,129.105351,2015-09-01,
금정체육공원실내체육관 관중석,전체,부산광역시,금정구,지역문화시설,SKT,Public WiFi Free,Dec-12,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 669,부산광역시 금정구청,051-519-4171,35.2913413,129.105351,2015-09-01,
금정체육공원실내체육관 문화센터,전체,부산광역시,금정구,지역문화시설,SKT,Public WiFi Free,Dec-12,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 669,부산광역시 금정구청,051-519-4171,35.2913413,129.105351,2015-09-01,
서동향토시장,전체,부산광역시,금정구,서민·복지시설,SKT,Public WiFi Free,Dec-14,부산광역시 금정구 서부로 21-1,부산광역시 금정구 서동 194-1,부산광역시 금정구청,051-519-4171,35.2159347,129.103368,2015-09-01,
서동전통골목시장,전체,부산광역시,금정구,서민·복지시설,SKT,Public WiFi Free,Dec-14,부산광역시 금정구 서동로 145-12,부산광역시 금정구 서동 339-1,부산광역시 금정구청,051-519-4171,35.2155735,129.102344,2015-09-01,
평촌동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,Dongan,2014-07,경기도 안양시 동안구 흥안대로456번길 21,경기도 안양시 동안구 평촌동 75-16,경기도 안양시,031-8045-4560,37.3946897,126.9771021,2016-09-09,
평안동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,Dongan,2014-07,경기도 안양시 동안구 관평로138번길 39,경기도 안양시 동안구 평안동 896-4,경기도 안양시,031-8045-4560,37.390358,126.9642571,2016-09-09,
귀인동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,Dongan,2014-07,경기도 안양시 동안구 부림로 16,경기도 안양시 동안구 평촌동 933-4,경기도 안양시,031-8045-4560,37.3855228,126.969440,2016-09-09,
호계1동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,Dongan,2014-07,경기도 안양시 동안구 경수대로 538,경기도 안양시 동안구 호계1동 1003-7,경기도 안양시,031-8045-4560,37.3709119,126.9582828,2016-09-09,
호계2동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,Dongan,2014-07,경기도 안양시 동안구 경수대로665번길 11,경기도 안양시 동안구 호계2동 933-18,경기도 안양시,031-8045-4560,37.3812212,126.9526903,2016-09-09,
최명희문학관,건물 내,전라북도,전주시,지역문화시설,KT,Public WiFi Free,2010-01,전라북도 전주시 완산구 최명희길 29,전라북도 전주시 완산구 풍남동3가 67-5,전라북도 전주시청,063-281-2424,35.8156129,127.1513660,2016-08-31,
전주향교,"서제, 동제",전라북도,전주시,지역문화시설,KT,Public WiFi Free,2010-01,전라북도 전주시 완산구 향교길 139,전라북도 전주시 완산구 교동 26-3,전라북도 전주시청,063-281-2424,35.8128298,127.1571308,2016-08-31,
강암서예관,건물 내,전라북도,전주시,지역문화시설,KT,Public WiFi Free,2010-01,전라북도 전주시 완산구 전주천동로 74,전라북도 전주시 완산구 교동 197,전라북도 전주시청,063-281-2424,35.8112450,127.1524913,2016-08-31,
전통문화센터,한벽극장 로비,전라북도,전주시,지역문화시설,KT,Public WiFi Free,2010-01,전라북도 전주시 완산구 전주천동로 20,전라북도 전주시 완산구 교동 7-1,전라북도 전주시청,063-281-2424,35.8119867,127.1584930,2016-08-31,
전주전통문화연수원,동헌 건물,전라북도,전주시,지역문화시설,KT,Public WiFi Free,2010-01,전라북도 전주시 완산구 향교길 119-6,전라북도 전주시 완산구 교동 28-2,전라북도 전주시청,063-281-2424,35.8124679,127.1565548,2016-08-31,
영화제작소,건물 내,전라북도,전주시,지역문화시설,KT,Public WiFi Free,2009-01,전라북도 전주시 완산구 전주객사3길 22,전라북도 전주시 완산구 고사동 429-5,전라북도 전주시청,063-281-2424,35.8183489,127.1425492,2016-08-31,
덕진공원,관리소 내,전라북도,전주시,관광,KT,Public WiFi Free,2009-01,전라북도 전주시 덕진구 권삼득로 390,전라북도 전주시 덕진구 덕진동1가 1316-2,전라북도 전주시청,063-281-2424,35.8480363,127.1222124,2016-08-31,
어린이교통공원,건물 내,전라북도,전주시,편의시설,KT,Public WiFi Free,2009-01,전라북도 전주시 덕진구 번영로 453,전라북도 전주시 덕진구 용정동 50-1,전라북도 전주시청,063-281-2424,35.8750517,127.0566808,2016-08-31,
동물원,"매표소 앞, 동물원 내 편의점 밖",전라북도,전주시,관광,KT,Public WiFi Free,2009-01,전라북도 전주시 덕진구 소리로 68,전라북도 전주시 덕진구 덕진동1가 73-48,전라북도 전주시청,063-281-2424,35.8561153,127.1446737,2016-08-31,
남부시장,"시장 내, 청년몰 전시장 등",전라북도,전주시,기타,KT,Public WiFi Free,2013-01,전라북도 전주시 완산구 풍남문2길 63,전라북도 전주시 완산구 전동3가 2-242,전라북도 전주시청,063-281-2424,35.8124076,127.1465988,2016-08-31,
전주신중앙시장,시장 내,전라북도,전주시,기타,SKT,Public WiFi Free,2014-01,전라북도 전주시 완산구 태평5길 33,전라북도 전주시 완산구 태평동 41-5,전라북도 전주시청,063-281-2424,35.8241424,127.1435316,2016-08-31,
모래내시장,시장 내,전라북도,전주시,기타,SKT,Public WiFi Free,2014-01,전라북도 전주시 덕진구 모래내5길 13-2,전라북도 전주시 덕진구 인후동2가 203-1,전라북도 전주시청,063-281-2424,35.8337911,127.1441961,2016-08-31,
차량등록사업소,"민원실 내, 번호판 부착장소",전라북도,전주시,관공서,SKT,Public WiFi Free,2014-01,전라북도 전주시 덕진구 완주로 6,전라북도 전주시 덕진구 호성동2가 631-12,전라북도 전주시청,063-281-2424,35.8674290,127.1475595,2016-08-31,
전주보건소,건물 내,전라북도,전주시,관공서,SKT,Public WiFi Free,2014-01,전라북도 전주시 완산구 전라감영로 33,전라북도 전주시 완산구 중앙동4가 30-1,전라북도 전주시청,063-281-2424,35.8156251,127.1431738,2016-08-31,
덕진보건소,건물 내,전라북도,전주시,관공서,SKT,Public WiFi Free,2014-01,전라북도 전주시 덕진구 벚꽃로 55,전라북도 전주시 덕진구 진북동 416-12,전라북도 전주시청,063-281-2424,35.8293589,127.1345616,2016-08-31,
평화보건지소,건물 내,전라북도,전주시,관공서,SKT,Public WiFi Free,2014-01,전라북도 전주시 완산구 평화13길 7,전라북도 전주시 완산구 평화동2가 862-6,전라북도 전주시청,063-281-2424,35.7907280,127.1366931,2016-08-31,
한옥마을,중앙초등학교 사거리,전라북도,전주시,지역문화시설,SKT,Public WiFi Free,2014-01,전라북도 전주시 완산구 경기전길 120,전라북도 전주시 완산구 교동 269-3,전라북도 전주시청,063-281-2424,35.8141280,127.1510233,2016-08-31,
중앙동주민센터,민원실,전라북도,전주시,관공서,KT,중앙동,2009-06,전라북도 전주시 완산구 태평3길 43-17,전라북도 전주시 완산구 태평동 32,전라북도 전주시 완산구청,063-220-5500,35.8235043,127.1406401,2016-08-31,
전주시청,"로비, 민원실, 쉼터, 시청광장",전라북도,전주시,관공서,KT,Public WiFi Free,2009-02,전라북도 전주시 완산구 노송광장로 10,전라북도 전주시 완산구 서노송동 568-1,전라북도 전주시청,063-281-2424,35.8244359,127.1478070,2016-08-31,
경기전,사무실 내,전라북도,전주시,관광,KT,Public WiFi Free,2009-05,전라북도 전주시 완산구 태조로 44,전라북도 전주시 완산구 풍남동3가 91-5,전라북도 전주시청,063-281-2424,35.8143104,127.1501213,2016-08-31,
오거리광장,오거리 광장,전라북도,전주시,편의시설,KT,Public WiFi Free,2009-05,전라북도 전주시 완산구 팔달로 217-21,전라북도 전주시 완산구 고사동 11-8,전라북도 전주시청,063-281-2424,35.8213710,127.1451392,2016-08-31,
삼천도서관,건물 내,전라북도,전주시,지역문화시설,SKT,Public WiFi Free,2015-12,전라북도 전주시 완산구 용리로 107,전라북도 전주시 완산구 삼천동1가 182-1,전라북도 전주시청,063-281-2424,35.7990541,127.1217370,2016-08-31,
아중도서관,건물 내,전라북도,전주시,지역문화시설,SKT,Public WiFi Free,2015-12,전라북도 전주시 덕진구 무삼지2길 7,전라북도 전주시 덕진구 인후동1가 907-1,전라북도 전주시청,063-281-2424,35.8263350,127.1626206,2016-08-31,
건지도서관,건물 내,전라북도,전주시,지역문화시설,SKT,Public WiFi Free,2015-12,전라북도 전주시 덕진구 호성로 25,전라북도 전주시 덕진구 호성동1가 728,전라북도 전주시청,063-281-2424,35.8542016,127.1515214,2016-08-31,
쪽구름도서관,건물 내,전라북도,전주시,지역문화시설,SKT,Public WiFi Free,2015-12,전라북도 전주시 덕진구 여암2길 9,전라북도 전주시 덕진구 반월동 248-32,전라북도 전주시청,063-281-2424,35.8713460,127.0755889,2016-08-31,
전주시외버스공영터미널,대합실 내,전라북도,전주시,교통시설,SKT,Public WiFi Free,2015-12,전라북도 전주시 덕진구 가리내로 30,전라북도 전주시 덕진구 금암동 796-5,전라북도 전주시청,063-281-2424,35.8347125,127.1324629,2016-08-31,
전주정보문화사업진흥원,건물 내,전라북도,전주시,지역문화시설,SKT,Public WiFi Free,2015-12,전라북도 전주시 완산구 아중로 33,전라북도 전주시 완산구 중노송동 470-4,전라북도 전주시청,063-281-2424,35.8238191,127.1537316,2016-08-31,
전주솔내청소년수련관,건물 내,전라북도,전주시,서민·복지시설,SKT,Public WiFi Free,2015-12,전라북도 전주시 덕진구 동부대로 1079,전라북도 전주시 덕진구 송천동2가 170,전라북도 전주시청,063-281-2424,35.8692026,127.1289651,2016-08-31,
완산구청,민원실,전라북도,전주시,관공서,KT,wansan,2009-06,전라북도 전주시 완산구 서원로 232,전라북도 전주시 완산구 효자동 1가 595,전라북도 전주시 완산구청,063-220-5500,35.8121530,127.1198025,2016-08-31,
풍남동주민센터,민원실,전라북도,전주시,관공서,KT,풍남동,2009-06,전라북도 전주시 완산구 어진길 122-12,전라북도 전주시 완산구 경원동 1가 126-41,전라북도 전주시 완산구청,063-220-5500,35.8170375,127.1481118,2016-08-31,
노송동주민센터,민원실,전라북도,전주시,관공서,KT,노송동,2009-06,전라북도 전주시 완산구 인봉1길 54,전라북도 전주시 완산구  중노송동 225,전라북도 전주시 완산구청,063-220-5500,35.8243889,127.1583876,2016-08-31,
완산동주민센터,민원실,전라북도,전주시,관공서,KT,완산동,2009-06,전라북도 전주시 완산구 강당2길 7,전라북도 전주시 완산구 서완산동 2가 71-31,전라북도 전주시 완산구청,063-220-5500,35.8092187,127.1348687,2016-08-31,
동서학동주민센터,민원실,전라북도,전주시,관공서,KT,동서학동,2009-06,전라북도 전주시 완산구 서학로 26,전라북도 전주시 완산구 동서학동 150,전라북도 전주시 완산구청,063-220-5500,35.8094822,127.1522589,2016-08-31,
서서학동주민센터,민원실,전라북도,전주시,관공서,KT,서서학동,2009-06,전라북도 전주시 완산구 공수내로24,전라북도 전주시 완산구 서서학동 23-8,전라북도 전주시 완산구청,063-220-5500,35.8057276,127.1487117,2016-08-31,
중화산1동주민센터,민원실,전라북도,전주시,관공서,KT,iptime,2009-06,전라북도 전주시 완산구 한두평3길 16,전라북도 전주시 완산구 중화산동 2가 662,전라북도 전주시 완산구청,063-220-5500,35.8145847,127.1248437,2016-08-31,
중화산2동주민센터,민원실,전라북도,전주시,관공서,KT,중화산2동,2009-06,전라북도 전주시 완산구 화산천변로 30,전라북도 전주시 완산구 중화산동 2가 752-1,전라북도 전주시 완산구청,063-220-5500,35.8216540,127.1163942,2016-08-31,
평화1동주민센터,민원실,전라북도,전주시,관공서,KT,평화1동,2009-06,전라북도 전주시 완산구 장승배기로 256,전라북도 전주시 완산구 평화동 1가 445-8,전라북도 전주시 완산구청,063-220-5500,35.7980662,127.1403211,2016-08-31,
평화2동주민센터,민원실,전라북도,전주시,관공서,KT,평화2동,2009-06,전라북도 전주시 완산구 평화18길 14-16,전라북도 전주시 완산구 평화동 1가 720-4,전라북도 전주시 완산구청,063-220-5500,35.7955181,127.1352850,2016-08-31,
서신동주민센터,민원실,전라북도,전주시,관공서,KT,seoshin,2009-06,전라북도 전주시 완산구 서신천변14길 10,전라북도 전주시 완산구 서신동 804-2,전라북도 전주시 완산구청,063-220-5500,35.8309872,127.1153256,2016-08-31,
삼천1동주민센터,민원실,전라북도,전주시,관공서,KT,sam1,2009-06,전라북도 전주시 완산구 성지산로 33,전라북도 전주시 완산구 삼천동 1가 573-2,전라북도 전주시 완산구청,063-220-5500,35.8008188,127.1216158,2016-08-31,
삼천2동주민센터,민원실,전라북도,전주시,관공서,KT,sam2,2009-06,전라북도 전주시 완산구 거마중앙로 49,전라북도 전주시 완산구 삼천동 1가 633,전라북도 전주시 완산구청,063-220-5500,35.7963168,127.1223579,2016-08-31,
삼천3동주민센터,민원실,전라북도,전주시,관공서,KT,sam3,2009-06,전라북도 전주시 완산구 삼천천변2길 37,전라북도 전주시 완산구 삼천동 1가 287-21,전라북도 전주시 완산구청,063-220-5500,35.7968626,127.1143079,2016-08-31,
효자1동주민센터,민원실,전라북도,전주시,관공서,KT,hyoja1,2009-06,전라북도 전주시 완산구 안행5길 59-3,전라북도 전주시 완산구 효자동 1가 110-16,전라북도 전주시 완산구청,063-220-5500,35.8058569,127.1300014,2016-08-31,
효자2동주민센터,민원실,전라북도,전주시,관공서,KT,효자2동,2009-06,전라북도 전주시 완산구 오두정1길 1,전라북도 전주시 완산구 효자동 1가 408-9,전라북도 전주시 완산구청,063-220-5500,35.8068378,127.1195137,2016-08-31,
효자3동주민센터,민원실,전라북도,전주시,관공서,KT,효자3동,2009-06,전라북도 전주시 완산구 강변로 180,전라북도 전주시 완산구 효자동 1가 296-37,전라북도 전주시 완산구청,063-220-5500,35.8065593,127.1103409,2016-08-31,
효자4동주민센터,민원실,전라북도,전주시,관공서,KT,hyoja4,2009-06,전라북도 전주시 완산구 우전로 259,전라북도 전주시 완산구 효자동 2가 1233-1,전라북도 전주시 완산구청,063-220-5500,35.8176718,127.1015345,2016-08-31,
금암1동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 기린대로 392,전라북도 전주시 덕진구 금암동 470-7,전라북도 전주시 덕진구청,063-270-6200,35.8374063,127.1331382,2016-08-31,
금암2동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 거북바우로 50,전라북도 전주시 덕진구 금암동 1572-1,전라북도 전주시 덕진구청,063-270-6200,35.8385429,127.1430880,2016-08-31,
덕진동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 기린대로 533-7,전라북도 전주시 덕진구 덕진동 1가 1357-5,전라북도 전주시 덕진구청,063-270-6200,35.8453069,127.1206927,2016-08-31,
동산동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 여암2길 9,전라북도 전주시 덕진구 여의동 606-4,전라북도 전주시 덕진구청,063-270-6200,35.8710292,127.0745190,2016-08-31,
송천1동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 송천중앙로 116,전라북도 전주시 덕진구 송천동 1가 395-28,전라북도 전주시 덕진구청,063-270-6200,35.8570947,127.1210231,2016-08-31,
송천2동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 두간9길 6,전라북도 전주시 덕진구 송천동 1가 829-1,전라북도 전주시 덕진구청,063-270-6200,35.8648946,127.1156222,2016-08-31,
우아1동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 우아2길 25,전라북도 전주시 덕진구 우아동 3가 746-67,전라북도 전주시 덕진구청,063-270-6200,35.8498168,127.1595847,2016-08-31,
우아2동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 진버들7길 25,전라북도 전주시 덕진구 우아동 2가 856-3,전라북도 전주시 덕진구청,063-270-6200,35.8377219,127.1670598,2016-08-31,
인후1동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 견훤로 290,전라북도 전주시 덕진구 인후동 1가 766-9,전라북도 전주시 덕진구청,063-270-6200,35.8374601,127.1566590,2016-08-31,
인후2동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 견훤왕궁로 244,전라북도 전주시 덕진구 인후동 2가 26-8,전라북도 전주시 덕진구청,063-270-6200,35.8398462,127.1462397,2016-08-31,
인후3동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 구총목로 11,전라북도 전주시 덕진구 인후동 1가 886-6,전라북도 전주시 덕진구청,063-270-6200,35.8279021,127.1613387,2016-08-31,
조촌동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 쪽구름로 150,전라북도 전주시 덕진구 반월동 394,전라북도 전주시 덕진구청,063-270-6200,35.8745192,127.0691918,2016-08-31,
진북동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 벚꽃1길 8,전라북도 전주시 덕진구 진북동 1042-4,전라북도 전주시 덕진구청,063-270-6200,35.8277745,127.1314478,2016-08-31,
팔복동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 신복5길 6,전라북도 전주시 덕진구 팔복동 1가 138-6,전라북도 전주시 덕진구청,063-270-6200,35.8536276,127.1062727,2016-08-31,
호성동주민센터,민원실,전라북도,전주시,관공서,KT,asiart jeonju,2009-06,전라북도 전주시 덕진구 동부대로 869,전라북도 전주시 덕진구 호성동 1가 863-44,전라북도 전주시 덕진구청,063-270-6200,35.8636502,127.1496240,2016-08-31,
덕진구청,2층,전라북도,전주시,관공서,LGU+,asiart jeonju4,2009-06,전라북도 전주시 덕진구 벚꽃로 55,전라북도 전주시 덕진구 진북동 416-12,전라북도 전주시 덕진구청,063-270-6200,35.8293589,127.1345616,2016-08-31,
덕진구청,2층,전라북도,전주시,관공서,LGU+,asiart jeonju5,2009-06,전라북도 전주시 덕진구 벚꽃로 55,전라북도 전주시 덕진구 진북동 416-12,전라북도 전주시 덕진구청,063-270-6200,35.8293589,127.1345616,2016-08-31,
덕진구청,3층,전라북도,전주시,관공서,LGU+,asiart jeonju6,2009-06,전라북도 전주시 덕진구 벚꽃로 55,전라북도 전주시 덕진구 진북동 416-12,전라북도 전주시 덕진구청,063-270-6200,35.8293589,127.1345616,2016-08-31,
덕진구청,3층,전라북도,전주시,관공서,LGU+,asiart jeonju7,2009-06,전라북도 전주시 덕진구 벚꽃로 55,전라북도 전주시 덕진구 진북동 416-12,전라북도 전주시 덕진구청,063-270-6200,35.8293589,127.1345616,2016-08-31,
덕진구청,4층,전라북도,전주시,관공서,LGU+,asiart jeonju8,2009-06,전라북도 전주시 덕진구 벚꽃로 55,전라북도 전주시 덕진구 진북동 416-12,전라북도 전주시 덕진구청,063-270-6200,35.8293589,127.1345616,2016-08-31,
덕진구청,민원실,전라북도,전주시,관공서,SKT,Public WiFi Free,2016-01,전라북도 전주시 덕진구 벚꽃로 55,전라북도 전주시 덕진구 진북동 416-12,전라북도 전주시 덕진구청,063-270-6200,35.8290050,127.1347530,2016-08-31,
덕진구청,1층,전라북도,전주시,관공서,SKT,Public WiFi Free,2016-01,전라북도 전주시 덕진구 벚꽃로 55,전라북도 전주시 덕진구 진북동 416-12,전라북도 전주시 덕진구청,063-270-6200,35.8296140,127.1343900,2016-08-31,
덕진구청,로비,전라북도,전주시,관공서,SKT,Public WiFi Free,2016-01,전라북도 전주시 덕진구 벚꽃로 55,전라북도 전주시 덕진구 진북동 416-12,전라북도 전주시 덕진구청,063-270-6200,35.8293346,127.1343940,2016-08-31,
덕진구청,1층,전라북도,전주시,관공서,SKT,Public WiFi Free,2016-01,전라북도 전주시 덕진구 벚꽃로 55,전라북도 전주시 덕진구 진북동 416-12,전라북도 전주시 덕진구청,063-270-6200,35.8294510,127.1342050,2016-08-31,
수정노인복지회관,"지하1층 식당, 1층 엘리베이터, 2층 엘리베이터, 4층 강당, 5층 엘리베이터",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2016-01,경기도 성남시 수정구 수정남로268번길 28,,"NIA, 경기도 성남시, 통신사",031-729-2432,37.450934,127.135388,2016-09-30,
양지동청소년문화의집,"6층(카운터, 노래방, 강당)",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2016-01,경기도 성남시 수정구 산성대로 483,,"NIA, 경기도 성남시, 통신사",031-729-2432,37.454916,127.143390,2016-09-30,
경기노인전문보호기관,"회의실, 거실, 사무실",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2016-01,경기도 성남시 중원구 원터로118번길 18-1,,"NIA, 경기도 성남시, 통신사",031-729-2432,37.437852,127.125708,2016-09-30,
중원노인종합복지관,"1층(동주민센터 대기실, 노인종합복지관 민원실), 2층 헬스장, 3층 문헌실 및 엘리베이터",경기도,성남시,서민·복지시설,LGU+,Public WiFi Free,2016-01,경기도 성남시 중원구 광명로16번길 11,,"NIA, 경기도 성남시, 통신사",031-729-2432,37.432221,127.113735,2016-09-30,
에덴의집,"1층 거실 작은방, 2층 거실 TV",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2016-01,경기도 성남시 중원구 금빛로42번길 9-1,,"NIA, 경기도 성남시, 통신사",031-729-2432,37.446124,127.151119,2016-09-30,
소망재활원,"지하1층(식당, 기계실), 1층(법인사무실, 자원봉사실), 2층(기린초앞 복도, 이용자휴게실), 3층 도자기공방실",경기도,성남시,서민·복지시설,SKT,Public WiFi Free,2016-01,경기도 성남시 중원구 산성대로476번길 12,,"NIA, 경기도 성남시, 통신사",031-729-2432,37.452733,127.144522,2016-09-30,
호계3동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,Dongan,2014-12,경기도 안양시 동안구 경수대로 504,경기도 안양시 동안구 호계동 764-5,경기도 안양시,031-8045-4560,37.3676504,126.958691,2016-09-09,
범계동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,Dongan,2014-12,경기도 안양시 동안구 평촌대로217번길 63,경기도 안양시 동안구 호계동 1051-1,경기도 안양시,031-8045-4560,37.3897952,126.9525313,2016-09-09,
신촌동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,Dongan,2014-07,경기도 안양시 동안구 동안로 28-1,경기도 안양시 동안구 신촌동 1056-3,경기도 안양시,031-8045-4560,37.3819073,126.9563211,2016-09-09,
갈산동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,Dongan,2014-07,경기도 안양시 동안구 흥안대로223번길 30,경기도 안양시 동안구 갈산동 1118,경기도 안양시,031-8045-4560,37.3761512,126.9661335,2016-09-09,
평촌중앙공원,분수대 앞,경기도,안양시,기타,경기도 안양시,U_AnyangNet,2013-05,,경기도 안양시 동안구 평촌동 895,경기도 안양시,031-8045-2301,37.3899815,126.9592073,2016-09-19,
안양시청,민원실,경기도,안양시,관공서,KT,Public WiFi FREE,2011-02,경기도 안양시 동안구 시민대로 235,경기도 안양시 동안구 관양동 1590,KT,031-8045-2301,37.3941579,126.9570413,2016-09-19,
관양시장,관양시장,경기도,안양시,기타,SKT,Public WiFi FREE,2014-12,경기도 안양시 동안구 관악대로325번길 28,경기도 안양시 동안구 관양동 1406-43,SKT,000-1599-0011,37.4043225,126.9600037,2016-09-19,
남부시장,남부시장,경기도,안양시,기타,SKT,Public WiFi FREE,2014-12,경기도 안양시 만안구 장내로140번길 51,경기도 안양시 만안구 안양1동 622-378,SKT,000-1599-0011,37.3959007,126.9249086,2016-09-19,
박달시장,박달시장,경기도,안양시,기타,SKT,Public WiFi FREE,2014-12,경기도 안양시 만안구 박달우회로124번길 41,경기도 안양시 만안구 박달동 52-1,SKT,000-1599-0011,37.4058446,126.9097862,2016-09-19,
중앙시장,중앙시장,경기도,안양시,기타,SKT,Public WiFi FREE,2014-12,경기도 안양시 만안구 냉천로 196,경기도 안양시 만안구 안양4동 676-44,SKT,000-1599-0011,37.3976163,126.9195944,2016-09-19,
호계시장,호계시장,경기도,안양시,기타,SKT,Public WiFi FREE,2014-12,경기도 안양시 동안구 경수대로556번길 14,경기도 안양시 동안구 호계동 997-27,SKT,000-1599-0011,37.3725485,126.9592483,2016-09-19,
만안청소년수련관,휴게공간,경기도,안양시,관공서,경기도 안양시,만안청소년수련관,2016-05,경기도 안양시 만안구 냉천로길 31번길 33,경기도 안양시 만안구 안양동 462-5,경기도 안양시,031-8045-2301,37.382999,126.926678,2016-09-19,
쌍개울천 하천쉼터,하천쉼터,경기도,안양시,관광,경기도 안양시,U_AnyangNet,2016-06,경기도 안양시 만안구 경수대로 883번길,경기도 안양시 만안구 비산2동 423,경기도 안양시,031-8045-2301,37.395050,126.937287,2016-09-19,
비산대교 하천쉼터,하천쉼터,경기도,안양시,관광,경기도 안양시,U_AnyangNet,2016-06,경기도 안양시 만안구 관악대로,경기도 안양시 만안구 안양동,경기도 안양시,031-8045-2301,37.397615,126.931740,2016-09-19,
