cusID,chennel,useCnt
11970,B_MOBILE/APP,5
11971,B_MOBILE/APP,5
11972,B_MOBILE/APP,16
11976,B_MOBILE/APP,1
11977,B_MOBILE/APP,37
11981,B_MOBILE/APP,23
11985,B_MOBILE/APP,15
11989,B_MOBILE/APP,27
11992,B_MOBILE/APP,2
11993,B_MOBILE/APP,30
12003,A_MOBILE/APP,19
12005,A_MOBILE/APP,1
12009,A_MOBILE/APP,1
12011,B_MOBILE/APP,20
12013,A_MOBILE/APP,6
12013,B_MOBILE/APP,1
12014,B_MOBILE/APP,1
12024,B_MOBILE/APP,12
12027,B_MOBILE/APP,42
12033,A_MOBILE/APP,1
12035,B_MOBILE/APP,1
12036,A_MOBILE/APP,1
12037,A_MOBILE/APP,2
12037,B_MOBILE/APP,11
12039,B_MOBILE/APP,11
12041,B_MOBILE/APP,62
12043,A_MOBILE/APP,2
12045,B_MOBILE/APP,10
12048,B_MOBILE/APP,4
12049,B_MOBILE/APP,28
12050,B_MOBILE/APP,20
12051,B_MOBILE/APP,17
12052,A_MOBILE/APP,3
12053,B_MOBILE/APP,9
12054,B_MOBILE/APP,5
12056,B_MOBILE/APP,1
12061,B_MOBILE/APP,13
12064,A_MOBILE/APP,4
12064,B_MOBILE/APP,2
12068,B_MOBILE/APP,4
12072,B_MOBILE/APP,10
12086,B_MOBILE/APP,16
12086,C_MOBILE/APP,1
12087,B_MOBILE/APP,1
12089,B_MOBILE/APP,1
12091,B_MOBILE/APP,25
12093,A_MOBILE/APP,18
12093,B_MOBILE/APP,4
12096,B_MOBILE/APP,10
12102,B_MOBILE/APP,27
12106,B_MOBILE/APP,5
12106,D_MOBILE/APP,1
12109,B_MOBILE/APP,10
12111,B_MOBILE/APP,22
12114,B_MOBILE/APP,26
12117,B_MOBILE/APP,33
12125,B_MOBILE/APP,52
12131,B_MOBILE/APP,2
12134,A_MOBILE/APP,1
12140,B_MOBILE/APP,2
12146,A_MOBILE/APP,1
12149,B_MOBILE/APP,39
12153,B_MOBILE/APP,9
12154,B_MOBILE/APP,20
12155,B_MOBILE/APP,23
12157,B_MOBILE/APP,6
12158,B_MOBILE/APP,14
12159,B_MOBILE/APP,61
12165,B_MOBILE/APP,7
12167,B_MOBILE/APP,32
12168,B_MOBILE/APP,2
12173,B_MOBILE/APP,1
12178,B_MOBILE/APP,1
12181,B_MOBILE/APP,1
12181,D_MOBILE/APP,1
12185,B_MOBILE/APP,15
12189,B_MOBILE/APP,18
12191,A_MOBILE/APP,1
12198,B_MOBILE/APP,1
12204,B_MOBILE/APP,7
12207,A_MOBILE/APP,1
12209,B_MOBILE/APP,9
12219,A_MOBILE/APP,1
12222,B_MOBILE/APP,34
12223,B_MOBILE/APP,6
12225,B_MOBILE/APP,33
12231,B_MOBILE/APP,24
12232,B_MOBILE/APP,2
12233,B_MOBILE/APP,1
12235,B_MOBILE/APP,19
12236,B_MOBILE/APP,22
12237,A_MOBILE/APP,28
12239,B_MOBILE/APP,1
12242,D_MOBILE/APP,2
12243,B_MOBILE/APP,22
12244,B_MOBILE/APP,3
12245,B_MOBILE/APP,51
12246,A_MOBILE/APP,1
12246,B_MOBILE/APP,9
12247,A_MOBILE/APP,4
12252,B_MOBILE/APP,5
12255,A_MOBILE/APP,41
12258,B_MOBILE/APP,21
12259,A_MOBILE/APP,5
12260,B_MOBILE/APP,3
12261,B_MOBILE/APP,4
12263,B_MOBILE/APP,15
12264,B_MOBILE/APP,25
12269,B_MOBILE/APP,11
12273,B_MOBILE/APP,9
12274,B_MOBILE/APP,3
12275,B_MOBILE/APP,43
12277,B_MOBILE/APP,1
12281,B_MOBILE/APP,29
12283,B_MOBILE/APP,28
12288,B_MOBILE/APP,5
12291,B_MOBILE/APP,21
12293,B_MOBILE/APP,57
12295,B_MOBILE/APP,17
12297,A_MOBILE/APP,4
12301,B_MOBILE/APP,1
12302,B_MOBILE/APP,8
12304,B_MOBILE/APP,3
12306,B_MOBILE/APP,4
12307,B_MOBILE/APP,14
12319,A_MOBILE/APP,9
12322,B_MOBILE/APP,20
12329,B_MOBILE/APP,16
12330,B_MOBILE/APP,11
12331,B_MOBILE/APP,1
12333,B_MOBILE/APP,56
12334,B_MOBILE/APP,48
12335,B_MOBILE/APP,10
12338,B_MOBILE/APP,16
12342,B_MOBILE/APP,35
12343,B_MOBILE/APP,37
12345,B_MOBILE/APP,44
12350,B_MOBILE/APP,16
12352,B_MOBILE/APP,15
12353,D_MOBILE/APP,4
12366,B_MOBILE/APP,68
12367,A_MOBILE/APP,21
12369,B_MOBILE/APP,33
12370,B_MOBILE/APP,17
12375,B_MOBILE/APP,2
12376,A_MOBILE/APP,1
12377,B_MOBILE/APP,5
12377,D_MOBILE/APP,1
12379,B_MOBILE/APP,10
12383,B_MOBILE/APP,46
12386,A_MOBILE/APP,1
12389,B_MOBILE/APP,3
12391,D_MOBILE/APP,1
12393,D_MOBILE/APP,4
12394,B_MOBILE/APP,10
12395,B_MOBILE/APP,3
12398,B_MOBILE/APP,6
12403,A_MOBILE/APP,2
12405,B_MOBILE/APP,15
12411,B_MOBILE/APP,42
12424,B_MOBILE/APP,1
12425,B_MOBILE/APP,1
12428,B_MOBILE/APP,1
12429,B_MOBILE/APP,19
12431,B_MOBILE/APP,27
12434,A_MOBILE/APP,3
12437,B_MOBILE/APP,1
12439,B_MOBILE/APP,9
12440,B_MOBILE/APP,17
12445,B_MOBILE/APP,1
12447,B_MOBILE/APP,3
12449,B_MOBILE/APP,8
12457,B_MOBILE/APP,17
12464,B_MOBILE/APP,54
12465,A_MOBILE/APP,38
12466,B_MOBILE/APP,24
12467,B_MOBILE/APP,6
12470,B_MOBILE/APP,6
12474,B_MOBILE/APP,4
12475,B_MOBILE/APP,15
12477,B_MOBILE/APP,16
12482,A_MOBILE/APP,26
12486,B_MOBILE/APP,4
12487,A_MOBILE/APP,1
12489,B_MOBILE/APP,20
12491,B_MOBILE/APP,15
12493,A_MOBILE/APP,1
12493,D_MOBILE/APP,2
12494,B_MOBILE/APP,10
12498,B_MOBILE/APP,1
12503,B_MOBILE/APP,9
12506,B_MOBILE/APP,36
12506,D_MOBILE/APP,2
12509,B_MOBILE/APP,11
12510,B_MOBILE/APP,37
12511,A_MOBILE/APP,3
12512,B_MOBILE/APP,24
12517,D_MOBILE/APP,2
12520,B_MOBILE/APP,18
12521,B_MOBILE/APP,10
12524,B_MOBILE/APP,27
12525,B_MOBILE/APP,2
12528,B_MOBILE/APP,12
12529,B_MOBILE/APP,5
12532,B_MOBILE/APP,28
12536,B_MOBILE/APP,53
12539,B_MOBILE/APP,24
12540,B_MOBILE/APP,14
12541,B_MOBILE/APP,57
12550,A_MOBILE/APP,10
12553,B_MOBILE/APP,34
12557,A_MOBILE/APP,26
12562,B_MOBILE/APP,41
12571,B_MOBILE/APP,1
12574,A_MOBILE/APP,8
12574,B_MOBILE/APP,8
12578,A_MOBILE/APP,7
12582,B_MOBILE/APP,13
12585,B_MOBILE/APP,23
12586,B_MOBILE/APP,32
12594,A_MOBILE/APP,2
12594,B_MOBILE/APP,3
12596,B_MOBILE/APP,21
12597,A_MOBILE/APP,14
12597,B_MOBILE/APP,9
12600,B_MOBILE/APP,2
12601,A_MOBILE/APP,15
12602,B_MOBILE/APP,53
12610,A_MOBILE/APP,3
12613,B_MOBILE/APP,6
12615,A_MOBILE/APP,16
12616,B_MOBILE/APP,40
12619,B_MOBILE/APP,14
12624,B_MOBILE/APP,24
12629,C_MOBILE/APP,1
12630,A_MOBILE/APP,9
12630,B_MOBILE/APP,17
12631,B_MOBILE/APP,35
12633,B_MOBILE/APP,31
12637,B_MOBILE/APP,5
12638,B_MOBILE/APP,18
12639,B_MOBILE/APP,3
12641,B_MOBILE/APP,26
12646,B_MOBILE/APP,20
12650,B_MOBILE/APP,29
12652,B_MOBILE/APP,1
12661,B_MOBILE/APP,7
12662,A_MOBILE/APP,41
12662,B_MOBILE/APP,1
12662,D_MOBILE/APP,4
12663,B_MOBILE/APP,14
12670,B_MOBILE/APP,12
12672,A_MOBILE/APP,2
12672,B_MOBILE/APP,36
12676,B_MOBILE/APP,5
12677,B_MOBILE/APP,1
12684,B_MOBILE/APP,40
12685,A_MOBILE/APP,1
12688,B_MOBILE/APP,70
12690,A_MOBILE/APP,2
12693,A_MOBILE/APP,8
12693,B_MOBILE/APP,2
12695,B_MOBILE/APP,29
12698,A_MOBILE/APP,18
12698,B_MOBILE/APP,11
12700,B_MOBILE/APP,25
12701,B_MOBILE/APP,39
12704,B_MOBILE/APP,1
12706,B_MOBILE/APP,11
12708,B_MOBILE/APP,39
12710,B_MOBILE/APP,16
12711,B_MOBILE/APP,15
12716,B_MOBILE/APP,4
12721,B_MOBILE/APP,12
12722,B_MOBILE/APP,43
12723,B_MOBILE/APP,3
12724,B_MOBILE/APP,50
12725,B_MOBILE/APP,1
12729,B_MOBILE/APP,11
12730,B_MOBILE/APP,57
12731,B_MOBILE/APP,38
12736,B_MOBILE/APP,28
12738,A_MOBILE/APP,3
12742,B_MOBILE/APP,20
12743,B_MOBILE/APP,22
12746,B_MOBILE/APP,3
12747,B_MOBILE/APP,8
12752,A_MOBILE/APP,1
12759,B_MOBILE/APP,1
12762,B_MOBILE/APP,2
12764,B_MOBILE/APP,9
12766,B_MOBILE/APP,18
12768,B_MOBILE/APP,28
12771,A_MOBILE/APP,2
12773,A_MOBILE/APP,4
12777,A_MOBILE/APP,4
12778,B_MOBILE/APP,4
12779,B_MOBILE/APP,38
12784,B_MOBILE/APP,14
12786,A_MOBILE/APP,18
12786,B_MOBILE/APP,13
12786,D_MOBILE/APP,4
12787,B_MOBILE/APP,17
12789,B_MOBILE/APP,17
12790,D_MOBILE/APP,7
12793,B_MOBILE/APP,8
12794,B_MOBILE/APP,10
12799,B_MOBILE/APP,21
12805,B_MOBILE/APP,4
12807,B_MOBILE/APP,38
12808,A_MOBILE/APP,1
12808,B_MOBILE/APP,6
12811,B_MOBILE/APP,28
12812,B_MOBILE/APP,50
12814,B_MOBILE/APP,51
12820,B_MOBILE/APP,45
12822,B_MOBILE/APP,3
12827,B_MOBILE/APP,22
12829,B_MOBILE/APP,24
12832,B_MOBILE/APP,1
12834,B_MOBILE/APP,53
12835,B_MOBILE/APP,16
12836,A_MOBILE/APP,4
12836,B_MOBILE/APP,26
12844,B_MOBILE/APP,36
12845,B_MOBILE/APP,1
12850,B_MOBILE/APP,10
12853,B_MOBILE/APP,8
12855,A_MOBILE/APP,2
12855,D_MOBILE/APP,1
12856,B_MOBILE/APP,1
12858,B_MOBILE/APP,22
12861,B_MOBILE/APP,8
12863,B_MOBILE/APP,9
12867,B_MOBILE/APP,5
12868,A_MOBILE/APP,6
12868,C_MOBILE/APP,2
12870,B_MOBILE/APP,36
12877,B_MOBILE/APP,16
12879,B_MOBILE/APP,9
12881,D_MOBILE/APP,3
12883,B_MOBILE/APP,31
12885,B_MOBILE/APP,3
12886,B_MOBILE/APP,3
12892,B_MOBILE/APP,15
12894,B_MOBILE/APP,7
12896,B_MOBILE/APP,8
12904,B_MOBILE/APP,47
12904,D_MOBILE/APP,1
12907,B_MOBILE/APP,27
12908,A_MOBILE/APP,3
12912,A_MOBILE/APP,1
12912,B_MOBILE/APP,15
12916,B_MOBILE/APP,16
12918,A_MOBILE/APP,1
12919,B_MOBILE/APP,8
12920,B_MOBILE/APP,1
12920,D_MOBILE/APP,1
12925,B_MOBILE/APP,2
12930,B_MOBILE/APP,51
12939,B_MOBILE/APP,3
12940,A_MOBILE/APP,1
12943,A_MOBILE/APP,2
12945,B_MOBILE/APP,36
12952,B_MOBILE/APP,1
12957,B_MOBILE/APP,32
12967,B_MOBILE/APP,2
12969,B_MOBILE/APP,11
12971,B_MOBILE/APP,5
12974,B_MOBILE/APP,21
12975,B_MOBILE/APP,12
12976,B_MOBILE/APP,2
12977,B_MOBILE/APP,6
12978,B_MOBILE/APP,2
12981,B_MOBILE/APP,4
12985,B_MOBILE/APP,48
12986,B_MOBILE/APP,11
12989,B_MOBILE/APP,5
12993,B_MOBILE/APP,9
12994,A_MOBILE/APP,19
12994,B_MOBILE/APP,1
12996,B_MOBILE/APP,4
12997,B_MOBILE/APP,25
12999,B_MOBILE/APP,15
13000,B_MOBILE/APP,28
13006,B_MOBILE/APP,23
13008,B_MOBILE/APP,47
13012,B_MOBILE/APP,24
13016,B_MOBILE/APP,35
13017,B_MOBILE/APP,15
13019,B_MOBILE/APP,1
13021,B_MOBILE/APP,5
13025,B_MOBILE/APP,5
13026,A_MOBILE/APP,2
13026,B_MOBILE/APP,2
13027,B_MOBILE/APP,15
13033,A_MOBILE/APP,1
13034,A_MOBILE/APP,81
13036,A_MOBILE/APP,1
13037,B_MOBILE/APP,34
13038,B_MOBILE/APP,56
13041,B_MOBILE/APP,2
13050,B_MOBILE/APP,31
13053,A_MOBILE/APP,2
13054,D_MOBILE/APP,1
13056,B_MOBILE/APP,10
13057,B_MOBILE/APP,28
13058,A_MOBILE/APP,16
13058,B_MOBILE/APP,20
13058,D_MOBILE/APP,7
13059,B_MOBILE/APP,13
13061,B_MOBILE/APP,1
13064,A_MOBILE/APP,1
13064,B_MOBILE/APP,10
13072,B_MOBILE/APP,120
13074,B_MOBILE/APP,15
13076,B_MOBILE/APP,3
13077,B_MOBILE/APP,20
13078,A_MOBILE/APP,3
13080,A_MOBILE/APP,6
13080,B_MOBILE/APP,1
13083,B_MOBILE/APP,9
13085,B_MOBILE/APP,7
13088,A_MOBILE/APP,1
13092,B_MOBILE/APP,3
13094,B_MOBILE/APP,43
13098,B_MOBILE/APP,10
13101,B_MOBILE/APP,54
13103,B_MOBILE/APP,22
13105,B_MOBILE/APP,33
13107,B_MOBILE/APP,2
13109,A_MOBILE/APP,9
13111,B_MOBILE/APP,39
13114,A_MOBILE/APP,1
13117,D_MOBILE/APP,2
13120,B_MOBILE/APP,2
13123,A_MOBILE/APP,2
13123,B_MOBILE/APP,10
13125,B_MOBILE/APP,41
13126,B_MOBILE/APP,4
13127,A_MOBILE/APP,4
13128,B_MOBILE/APP,33
13130,B_MOBILE/APP,57
13131,B_MOBILE/APP,35
13134,B_MOBILE/APP,19
13137,B_MOBILE/APP,26
13139,A_MOBILE/APP,1
13139,B_MOBILE/APP,11
13140,B_MOBILE/APP,5
13141,B_MOBILE/APP,29
13144,B_MOBILE/APP,21
13146,A_MOBILE/APP,11
13147,B_MOBILE/APP,19
13149,B_MOBILE/APP,17
13152,A_MOBILE/APP,55
13155,A_MOBILE/APP,2
13156,A_MOBILE/APP,4
13157,D_MOBILE/APP,8
13160,B_MOBILE/APP,6
13161,B_MOBILE/APP,19
13163,A_MOBILE/APP,1
13165,B_MOBILE/APP,1
13167,A_MOBILE/APP,9
13169,B_MOBILE/APP,28
13173,A_MOBILE/APP,3
13173,B_MOBILE/APP,11
13176,B_MOBILE/APP,38
13178,A_MOBILE/APP,1
13178,B_MOBILE/APP,3
13189,B_MOBILE/APP,10
13200,B_MOBILE/APP,1
13201,B_MOBILE/APP,1
13204,B_MOBILE/APP,1
13207,B_MOBILE/APP,46
13208,B_MOBILE/APP,2
13209,B_MOBILE/APP,38
13210,B_MOBILE/APP,6
13211,A_MOBILE/APP,36
13214,B_MOBILE/APP,18
13217,B_MOBILE/APP,10
13220,B_MOBILE/APP,28
13221,B_MOBILE/APP,44
13224,B_MOBILE/APP,17
13225,B_MOBILE/APP,41
13229,B_MOBILE/APP,19
13230,B_MOBILE/APP,30
13241,B_MOBILE/APP,2
13244,B_MOBILE/APP,1
13246,B_MOBILE/APP,1
13247,B_MOBILE/APP,13
13248,A_MOBILE/APP,12
13248,B_MOBILE/APP,1
13249,B_MOBILE/APP,29
13250,A_MOBILE/APP,9
13253,B_MOBILE/APP,1
13262,B_MOBILE/APP,32
13264,B_MOBILE/APP,31
13265,B_MOBILE/APP,8
13266,B_MOBILE/APP,33
13267,B_MOBILE/APP,26
13272,B_MOBILE/APP,18
13273,B_MOBILE/APP,26
13276,B_MOBILE/APP,41
13279,B_MOBILE/APP,9
13280,B_MOBILE/APP,10
13282,B_MOBILE/APP,9
13283,B_MOBILE/APP,1
13293,B_MOBILE/APP,31
13298,B_MOBILE/APP,38
13300,A_MOBILE/APP,122
13301,A_MOBILE/APP,2
13307,B_MOBILE/APP,16
13313,B_MOBILE/APP,4
13315,B_MOBILE/APP,3
13324,B_MOBILE/APP,18
13325,B_MOBILE/APP,6
13328,B_MOBILE/APP,31
13329,B_MOBILE/APP,17
13332,B_MOBILE/APP,26
13336,B_MOBILE/APP,21
13337,B_MOBILE/APP,5
13340,B_MOBILE/APP,28
13345,B_MOBILE/APP,16
13348,A_MOBILE/APP,1
13350,B_MOBILE/APP,10
13353,B_MOBILE/APP,37
13355,D_MOBILE/APP,1
13357,B_MOBILE/APP,18
13359,B_MOBILE/APP,53
13363,B_MOBILE/APP,3
13365,B_MOBILE/APP,6
13370,D_MOBILE/APP,4
13373,B_MOBILE/APP,12
13374,B_MOBILE/APP,20
13379,B_MOBILE/APP,1
13380,B_MOBILE/APP,37
13384,B_MOBILE/APP,38
13392,B_MOBILE/APP,21
13400,B_MOBILE/APP,28
13401,B_MOBILE/APP,4
13401,D_MOBILE/APP,1
13404,B_MOBILE/APP,25
13405,B_MOBILE/APP,1
13408,A_MOBILE/APP,11
13408,B_MOBILE/APP,4
13409,B_MOBILE/APP,18
13419,B_MOBILE/APP,1
13426,B_MOBILE/APP,10
13428,B_MOBILE/APP,10
13436,A_MOBILE/APP,3
13436,B_MOBILE/APP,21
13437,B_MOBILE/APP,24
13438,A_MOBILE/APP,5
13440,B_MOBILE/APP,38
13442,B_MOBILE/APP,30
13445,B_MOBILE/APP,31
13446,B_MOBILE/APP,20
13452,B_MOBILE/APP,4
13460,D_MOBILE/APP,6
13462,A_MOBILE/APP,5
13464,D_MOBILE/APP,1
13469,A_MOBILE/APP,1
13469,B_MOBILE/APP,2
13471,B_MOBILE/APP,5
13474,B_MOBILE/APP,8
13475,B_MOBILE/APP,81
13476,B_MOBILE/APP,16
13477,B_MOBILE/APP,9
13478,B_MOBILE/APP,66
13479,B_MOBILE/APP,11
13485,A_MOBILE/APP,1
13487,B_MOBILE/APP,21
13488,B_MOBILE/APP,59
13489,B_MOBILE/APP,45
13490,B_MOBILE/APP,10
13491,B_MOBILE/APP,15
13492,B_MOBILE/APP,5
13494,B_MOBILE/APP,1
13498,A_MOBILE/APP,2
13502,B_MOBILE/APP,44
13504,B_MOBILE/APP,4
13505,B_MOBILE/APP,38
13512,B_MOBILE/APP,2
13517,B_MOBILE/APP,6
13518,B_MOBILE/APP,13
13519,A_MOBILE/APP,6
13520,B_MOBILE/APP,20
13522,B_MOBILE/APP,14
13524,B_MOBILE/APP,42
13529,D_MOBILE/APP,2
13530,A_MOBILE/APP,2
13532,B_MOBILE/APP,2
13537,B_MOBILE/APP,22
13539,B_MOBILE/APP,16
13540,B_MOBILE/APP,8
13542,B_MOBILE/APP,60
13545,B_MOBILE/APP,32
13549,B_MOBILE/APP,5
13550,A_MOBILE/APP,8
13550,B_MOBILE/APP,21
13552,B_MOBILE/APP,18
13554,B_MOBILE/APP,25
13555,A_MOBILE/APP,1
13557,B_MOBILE/APP,8
13558,B_MOBILE/APP,3
13561,B_MOBILE/APP,9
13563,B_MOBILE/APP,2
13565,B_MOBILE/APP,4
13568,B_MOBILE/APP,7
13575,B_MOBILE/APP,22
13580,D_MOBILE/APP,16
13586,B_MOBILE/APP,1
13587,B_MOBILE/APP,44
13590,A_MOBILE/APP,2
13592,B_MOBILE/APP,21
13593,B_MOBILE/APP,24
13595,B_MOBILE/APP,9
13596,B_MOBILE/APP,36
13606,A_MOBILE/APP,6
13606,B_MOBILE/APP,1
13608,B_MOBILE/APP,17
13613,A_MOBILE/APP,15
13614,B_MOBILE/APP,12
13615,B_MOBILE/APP,22
13618,B_MOBILE/APP,14
13619,B_MOBILE/APP,24
13620,B_MOBILE/APP,2
13622,B_MOBILE/APP,48
13623,B_MOBILE/APP,29
13626,A_MOBILE/APP,1
13631,B_MOBILE/APP,29
13632,B_MOBILE/APP,19
13634,A_MOBILE/APP,3
13639,B_MOBILE/APP,22
13640,B_MOBILE/APP,42
13643,D_MOBILE/APP,1
13647,A_MOBILE/APP,1
13647,B_MOBILE/APP,3
13655,A_MOBILE/APP,10
13657,B_MOBILE/APP,2
13660,B_MOBILE/APP,1
13665,B_MOBILE/APP,36
13668,B_MOBILE/APP,11
13671,B_MOBILE/APP,29
13679,A_MOBILE/APP,7
13679,B_MOBILE/APP,31
13687,B_MOBILE/APP,26
13688,A_MOBILE/APP,4
13688,B_MOBILE/APP,13
13695,D_MOBILE/APP,1
13701,B_MOBILE/APP,1
13702,B_MOBILE/APP,11
13703,B_MOBILE/APP,34
13706,A_MOBILE/APP,12
13706,B_MOBILE/APP,3
13712,B_MOBILE/APP,1
13715,B_MOBILE/APP,1
13719,D_MOBILE/APP,5
13726,A_MOBILE/APP,8
13728,A_MOBILE/APP,1
13731,A_MOBILE/APP,1
13731,B_MOBILE/APP,14
13733,B_MOBILE/APP,14
13734,B_MOBILE/APP,32
13736,D_MOBILE/APP,2
13737,B_MOBILE/APP,1
13740,A_MOBILE/APP,35
13742,B_MOBILE/APP,16
13749,B_MOBILE/APP,32
13751,B_MOBILE/APP,4
13752,B_MOBILE/APP,6
13754,B_MOBILE/APP,11
13756,B_MOBILE/APP,40
13758,D_MOBILE/APP,12
13759,B_MOBILE/APP,15
13762,A_MOBILE/APP,5
13769,D_MOBILE/APP,1
13770,B_MOBILE/APP,35
13771,A_MOBILE/APP,12
13771,B_MOBILE/APP,12
13773,A_MOBILE/APP,6
13775,B_MOBILE/APP,4
13779,B_MOBILE/APP,41
13782,B_MOBILE/APP,28
13783,B_MOBILE/APP,5
13783,D_MOBILE/APP,1
13787,B_MOBILE/APP,29
13788,B_MOBILE/APP,1
13789,A_MOBILE/APP,5
13793,B_MOBILE/APP,17
13797,B_MOBILE/APP,10
13800,B_MOBILE/APP,1
13804,B_MOBILE/APP,9
13805,A_MOBILE/APP,21
13806,B_MOBILE/APP,31
13808,B_MOBILE/APP,31
13811,B_MOBILE/APP,27
13814,B_MOBILE/APP,29
13815,B_MOBILE/APP,33
13821,B_MOBILE/APP,18
13822,A_MOBILE/APP,3
13825,B_MOBILE/APP,2
13827,A_MOBILE/APP,4
13827,B_MOBILE/APP,6
13828,B_MOBILE/APP,14
13833,B_MOBILE/APP,27
13834,B_MOBILE/APP,4
13835,B_MOBILE/APP,14
13853,A_MOBILE/APP,1
13853,B_MOBILE/APP,6
13854,B_MOBILE/APP,1
13858,B_MOBILE/APP,10
13860,B_MOBILE/APP,4
13865,A_MOBILE/APP,31
13865,B_MOBILE/APP,24
13867,B_MOBILE/APP,52
13871,A_MOBILE/APP,4
13872,A_MOBILE/APP,1
13874,D_MOBILE/APP,1
13879,B_MOBILE/APP,1
13880,B_MOBILE/APP,4
13893,B_MOBILE/APP,1
13894,A_MOBILE/APP,4
13894,B_MOBILE/APP,23
13894,D_MOBILE/APP,2
13898,B_MOBILE/APP,1
13899,B_MOBILE/APP,6
13909,A_MOBILE/APP,4
13913,B_MOBILE/APP,1
13914,B_MOBILE/APP,4
13922,B_MOBILE/APP,3
13923,A_MOBILE/APP,14
13924,B_MOBILE/APP,5
13925,B_MOBILE/APP,24
13926,A_MOBILE/APP,5
13930,B_MOBILE/APP,1
13934,B_MOBILE/APP,2
13939,B_MOBILE/APP,11
13940,B_MOBILE/APP,26
13941,B_MOBILE/APP,4
13942,B_MOBILE/APP,4
13945,C_MOBILE/APP,1
13947,B_MOBILE/APP,24
13949,B_MOBILE/APP,2
13950,A_MOBILE/APP,6
13958,A_MOBILE/APP,2
13959,B_MOBILE/APP,1
13968,B_MOBILE/APP,12
13974,B_MOBILE/APP,6
13975,B_MOBILE/APP,16
13984,B_MOBILE/APP,25
13986,B_MOBILE/APP,70
13988,B_MOBILE/APP,55
13990,B_MOBILE/APP,1
13993,B_MOBILE/APP,24
13996,B_MOBILE/APP,12
14004,B_MOBILE/APP,3
14009,B_MOBILE/APP,2
14011,A_MOBILE/APP,2
14011,B_MOBILE/APP,3
14013,B_MOBILE/APP,36
14015,B_MOBILE/APP,7
14016,A_MOBILE/APP,40
14019,B_MOBILE/APP,2
14024,A_MOBILE/APP,1
14024,B_MOBILE/APP,3
14026,B_MOBILE/APP,1
14027,B_MOBILE/APP,5
14028,B_MOBILE/APP,66
14029,B_MOBILE/APP,1
14032,B_MOBILE/APP,13
14033,B_MOBILE/APP,17
14034,B_MOBILE/APP,6
14039,B_MOBILE/APP,15
14041,B_MOBILE/APP,1
14044,B_MOBILE/APP,10
14047,A_MOBILE/APP,1
14050,B_MOBILE/APP,1
14052,B_MOBILE/APP,4
14053,B_MOBILE/APP,8
14059,A_MOBILE/APP,17
14059,B_MOBILE/APP,6
14061,B_MOBILE/APP,20
14075,B_MOBILE/APP,13
14076,B_MOBILE/APP,1
14077,B_MOBILE/APP,2
14081,B_MOBILE/APP,24
14087,B_MOBILE/APP,27
14091,B_MOBILE/APP,60
14092,A_MOBILE/APP,33
14095,D_MOBILE/APP,3
14096,B_MOBILE/APP,1
14097,B_MOBILE/APP,1
14105,A_MOBILE/APP,2
14107,A_MOBILE/APP,1
14108,B_MOBILE/APP,3
14111,B_MOBILE/APP,26
14117,A_MOBILE/APP,44
14117,B_MOBILE/APP,4
14118,B_MOBILE/APP,3
14121,D_MOBILE/APP,12
14123,B_MOBILE/APP,15
14126,B_MOBILE/APP,17
14127,B_MOBILE/APP,14
14136,B_MOBILE/APP,7
14140,B_MOBILE/APP,1
14145,B_MOBILE/APP,2
14149,B_MOBILE/APP,1
14152,B_MOBILE/APP,4
14155,A_MOBILE/APP,6
14156,B_MOBILE/APP,9
14157,B_MOBILE/APP,47
14158,B_MOBILE/APP,8
14162,B_MOBILE/APP,7
14164,B_MOBILE/APP,3
14166,B_MOBILE/APP,6
14169,A_MOBILE/APP,46
14169,B_MOBILE/APP,7
14170,B_MOBILE/APP,37
14172,A_MOBILE/APP,6
14172,B_MOBILE/APP,11
14173,A_MOBILE/APP,1
14183,B_MOBILE/APP,19
14189,B_MOBILE/APP,10
14204,B_MOBILE/APP,11
14206,B_MOBILE/APP,5
14207,B_MOBILE/APP,8
14210,B_MOBILE/APP,3
14211,B_MOBILE/APP,4
14215,B_MOBILE/APP,30
14217,B_MOBILE/APP,5
14223,B_MOBILE/APP,67
14226,A_MOBILE/APP,3
14231,A_MOBILE/APP,5
14231,B_MOBILE/APP,55
14235,B_MOBILE/APP,12
14240,A_MOBILE/APP,2
14240,B_MOBILE/APP,4
14243,B_MOBILE/APP,1
14245,B_MOBILE/APP,21
14247,D_MOBILE/APP,2
14248,A_MOBILE/APP,9
14251,B_MOBILE/APP,30
14251,D_MOBILE/APP,2
14252,A_MOBILE/APP,1
14255,B_MOBILE/APP,10
14258,D_MOBILE/APP,1
14262,B_MOBILE/APP,15
14277,B_MOBILE/APP,1
14279,B_MOBILE/APP,2
14282,B_MOBILE/APP,5
14283,B_MOBILE/APP,6
14284,B_MOBILE/APP,5
14287,B_MOBILE/APP,12
14290,B_MOBILE/APP,3
14291,B_MOBILE/APP,10
14292,A_MOBILE/APP,1
14292,B_MOBILE/APP,6
14296,B_MOBILE/APP,11
14300,B_MOBILE/APP,11
14308,A_MOBILE/APP,1
14308,B_MOBILE/APP,29
14311,A_MOBILE/APP,2
14311,B_MOBILE/APP,3
14313,B_MOBILE/APP,31
14316,B_MOBILE/APP,16
14319,B_MOBILE/APP,17
14320,B_MOBILE/APP,33
14321,B_MOBILE/APP,5
14322,B_MOBILE/APP,53
14323,B_MOBILE/APP,2
14325,B_MOBILE/APP,16
14326,B_MOBILE/APP,21
14327,B_MOBILE/APP,5
